,phi
0,0.007601467234112405
1,0.022193916857216313
2,0.029623392355736834
3,0.005679798214016995
4,-0.004471905297168104
5,0.015176277038559715
6,0.009802029983078225
7,0.0072812082290373056
8,0.045556761348802786
9,0.03264199038485216
10,0.0286404388960862
11,0.0360122057630907
12,0.06350231557075858
13,0.04209090061482392
14,0.0386657539168301
15,0.05449564000338552
16,0.05623937221632762
17,0.059220632612138134
18,0.0592999477423327
19,0.04136777674442752
20,0.02713359557729857
21,0.021115881955959193
22,0.033962481912818546
23,0.03286321377397199
24,0.04476664237394368
25,0.05273551192440547
26,0.04148018921796836
27,0.039070407281712946
28,0.05753659673444434
29,0.04382296643900872
30,0.0536111161151032
31,0.0459219812344449
32,0.040455795273527245
33,0.0401154421426642
34,0.04435410171871716
35,0.057642147021610336
36,0.026478331561205375
37,0.022944301476798275
38,0.02792267901511791
39,0.018392931385343144
40,0.02446078349242756
41,0.024265474906823414
42,0.02612490888000281
43,0.0404966962923076
44,0.04311330920917213
45,0.05451864190995253
46,0.04718488083576657
47,0.05450362525001862
48,0.051004111012879876
49,0.03244414011295347
50,0.027296105253805804
51,0.04983870707358052
52,0.05469316477693231
53,0.07013071328390007
54,0.0639951008941405
55,0.05564490770659346
56,0.07271145113827783
57,0.06784344367160083
58,0.07111958562370273
59,0.0335950449500945
60,0.044475900409243437
61,0.03785979996621209
62,0.06185964385535185
63,0.07131336689568538
64,0.07226187039072206
65,0.06701148826229684
66,0.07638646622718769
67,0.07207587318158463
68,0.09342871194190644
69,0.09590866941979309
70,0.08567198878982991
71,0.05931968784686568
72,0.07416404019676612
73,0.07437669674749156
74,0.06900069609009574
75,0.06103114404944904
76,0.06098708123587024
77,0.07957720127944728
78,0.09319453721780124
79,0.07875326099677149
80,0.08076152810277486
81,0.06361907703673345
82,0.06621625778620398
83,0.07200576700777718
84,0.06262727734462967
85,0.07274476625982838
86,0.08240337536130868
87,0.09875729424874775
88,0.0632956526563497
89,0.06116541454228012
90,0.06439580210426049
91,0.0879761255758821
92,0.07756818361166665
93,0.0765937137909139
94,0.07122645657548822
95,0.06547717056814319
96,0.06595750520642014
97,0.04155515335160333
98,0.041654645825905674
99,0.023521738875648946
100,0.023147733892289808
101,0.027484399809636687
102,0.03086286310868822
103,0.04516756380213114
104,0.04168743767724592
105,0.04222664105148924
106,0.050560863589101925
107,0.0454584527986922
108,0.042959210659691244
109,0.05373916329996472
110,0.05073174983589623
111,0.045339533143442676
112,0.044178011538818375
113,0.07624407254097323
114,0.05835880194520993
115,0.04878192088627938
116,0.045575335061645066
117,0.06219717604701291
118,0.04895962347534273
119,0.054002349640852966
120,0.0341590752242897
121,0.03155898878053971
122,0.03609446806633862
123,0.04710480199265576
124,0.052324540736904505
125,0.053087577049403666
126,0.04850307236693428
127,0.04759795539546808
128,0.06128344866719129
129,0.06448569227423387
130,0.054914831828375615
131,0.053884446408782656
132,0.031146415791562077
133,0.04399229529148898
134,0.03831912475779541
135,0.05075056302023087
136,0.05511995007349256
137,0.0444364807597517
138,0.04394294604144548
139,0.05247634188091473
140,0.041018389178100655
141,0.022286860868955018
142,0.023989265767450415
143,0.02240360771044137
144,0.028376082093985285
145,0.03308414079032029
146,0.03819444385096836
147,0.025771913720895094
148,0.036514884411139883
149,0.025612550895249428
150,0.0255482021439499
151,0.025321409275202055
152,0.04355394918697032
153,0.04363177278391792
154,0.05231577372547705
155,0.0377170442849014
156,0.03713987198719598
157,0.03993057863738056
158,0.027998035833758882
159,0.02499408445141154
160,0.022085817823719305
161,0.03318083922336464
162,0.027103756445231577
163,0.03451115631617726
164,0.03853065956829242
165,0.04980983575869814
166,0.04278048409190234
167,0.04268845019007289
168,0.047746259486371206
169,0.04285085845020192
170,0.026548457065242333
171,0.03370555271934321
172,0.043400659870702386
173,0.06020144317670676
174,0.04602445274312286
175,0.04695503864468845
176,0.04809093091378857
177,0.053534792696999456
178,0.06813561016464281
179,0.046796611144385825
180,0.04588332333812955
181,0.05194941167633408
182,0.05346441214892273
183,0.05068908186166979
184,0.05245534819902935
185,0.06023506842297814
186,0.06850295939881736
187,0.06958109206157735
188,0.06618093869223757
189,0.06702989785007728
190,0.06055517041161695
191,0.0667093406133739
192,0.06428564902762433
193,0.05480390926369275
194,0.06833994041009002
195,0.05372395717300382
196,0.054572498601035996
197,0.043050005305508815
198,0.041152986590980246
199,0.06756552860826902
200,0.05258889520180896
201,0.04665658538349967
202,0.050999085237421304
203,0.04128799978974389
204,0.04026233155850119
