,phi
0,-0.0006627995967674946
1,0.015129798905938008
2,0.026222678600592776
3,0.01237912969498651
4,0.022003019003393992
5,0.020283058626211593
6,0.01792152159241918
7,0.008751892299639808
8,0.03524215097527406
9,0.04407846967187482
10,0.0655843846384012
11,0.05625557444170489
12,0.03443533146737412
13,0.009488410197851155
14,0.002109950660217118
15,0.027436478707908756
16,0.029270192391050227
17,0.0570106351940184
18,0.06479866947301938
19,0.03931452716545893
20,0.06632750435576502
21,0.0868988011345573
22,0.05343232150178197
23,0.06888351495978769
24,0.06814358222744449
25,0.07858827473872747
26,0.0989772668313505
27,0.07888185805119459
28,0.08486032366384098
29,0.05173305548384431
30,0.0553564637079812
31,0.04327018002926359
32,0.07689769383547837
33,0.08098607461164109
34,0.11153208084614584
35,0.1130804679400438
36,0.1138165439270808
37,0.12437362772909429
38,0.11454198647183811
39,0.14117783057066396
40,0.14040563687132807
41,0.12375735683651184
42,0.12730547253953653
43,0.10617087688398386
44,0.08288860453144366
45,0.061546661830876884
46,0.07324737837282842
47,0.06965719040398057
48,0.09469903332298371
49,0.07637477504579154
50,0.07548059656170207
51,0.04134647683170227
52,0.06873948021669388
53,0.041073840933828765
54,0.05975506250033707
55,0.05490858129056495
56,0.0529396155959019
57,0.08301993124433114
58,0.12724617952496353
59,0.08466877802725331
60,0.0981667611021607
61,0.08733040322503305
62,0.08486639286755507
63,0.1052166919724152
64,0.1183553954575378
65,0.084122520667617
66,0.052863486036745753
67,0.07447832158604417
68,0.09220436866701125
69,0.07259511675391672
70,0.05306657796332612
71,0.06258585260178301
72,0.0570675256340461
73,0.05410697764066319
74,0.06231091273922088
75,0.07503980928006068
76,0.05014852455481968
77,0.07676367792257117
78,0.06415941637321906
79,0.057076791981658465
80,0.0653663373927692
81,0.05380689745865108
82,0.061041166241857174
83,0.056652634897173426
84,0.062360107829489135
85,0.02353483188853594
86,0.03791313322493016
87,0.06652491384161309
88,0.08041619060531278
89,0.10518878843826612
90,0.11201452086251984
91,0.11744273278113548
92,0.10583288885031827
93,0.08557513276631863
94,0.1344020246758635
95,0.14050774229851873
96,0.1596772278971677
97,0.10720021934871975
98,0.10519657231538732
99,0.1370438916587857
100,0.13017891976790016
101,0.13563927872895284
102,0.14731011075562897
103,0.14570310403561415
104,0.12027338718900239
105,0.13881635884394156
106,0.10109920601201354
107,0.08560454126561641
108,0.08829602340457518
109,0.09269102740553951
110,0.09851789472340221
111,0.11428897962595036
112,0.0985420322165092
113,0.11580883188402145
114,0.1152652825908918
115,0.14650638027214452
116,0.1344729800818872
117,0.13860018663685533
118,0.1401531793304632
119,0.12393437527817412
120,0.12422929910418518
121,0.1362309520764012
122,0.11504247373421563
123,0.12458149069996216
124,0.14713795261125015
125,0.1360395007722481
126,0.13709514747354984
127,0.13520572540834935
128,0.13809081761294498
129,0.10861323794772537
130,0.11586778675309838
131,0.14084594004044276
132,0.12482822589021857
133,0.11774275128424794
134,0.11090713790028903
135,0.10928719820349303
136,0.14276379245015783
137,0.11479689738163636
138,0.14411336740746883
139,0.1493313616725226
140,0.15357424446384701
141,0.12770885254248793
142,0.14050838375907396
143,0.15625907036109496
144,0.20004189379466214
145,0.2101763784486295
146,0.21154392300909397
147,0.17895768181805347
148,0.2266019134825714
149,0.1875493754683959
150,0.1747395025144433
151,0.17443980909541307
152,0.14987855800270003
153,0.1266596204467377
154,0.15499082374944106
155,0.17019031069788793
156,0.18851761083327823
157,0.22401421661377297
158,0.2439770321821768
159,0.23988749909904405
160,0.22074996752415824
161,0.20630772984050733
162,0.19200668749366911
163,0.18419384088183688
164,0.19981905591262147
165,0.23918798636365063
166,0.216755876370164
167,0.2361615507928833
168,0.2772882515121432
169,0.27373965471370215
170,0.2652263505908625
171,0.26993277135557314
172,0.2574123988382774
173,0.2541581707557516
174,0.272039525191171
175,0.2072719480949448
176,0.23497104934564061
177,0.21430782851188548
178,0.21957136212255032
179,0.24566753471694186
180,0.237649628258817
181,0.24550319020068256
182,0.24622225732413058
183,0.25337038317934546
184,0.24814780871177575
185,0.2577221132643967
186,0.26033511879975935
187,0.3170881280804106
188,0.3262285585821508
189,0.2879846062693041
190,0.25793213209421156
191,0.243878567986961
192,0.2736557097314366
193,0.26267503991898433
194,0.26355421095293996
195,0.25499799065180456
196,0.24302653566880023
197,0.2394100180661927
198,0.26739525208563086
199,0.28802114484938807
200,0.28887618274404125
201,0.30429958804372176
202,0.2987826325244567
203,0.25708082903833385
204,0.2954927663737802
205,0.2919313897073557
206,0.3160122013569421
207,0.2592600149453739
208,0.2373937595119908
209,0.27357398518955406
210,0.22944782725018315
211,0.24657415794062879
212,0.25133211759378987
213,0.25711434172417014
214,0.2527048678533753
215,0.23869993356741914
216,0.24099236556217393
217,0.24371990518580014
218,0.21453317853922244
219,0.2353174997243224
220,0.21744053682654968
221,0.23554675293754865
222,0.24699184744827202
223,0.2214533783660022
224,0.24113701491736064
225,0.22130675528603025
226,0.20040144477160463
227,0.21073148854443416
228,0.2220066627663805
229,0.20765170072557013
230,0.20356898932872558
231,0.1853294161805935
232,0.20673660790052598
233,0.21310232240247157
234,0.22034710562396292
235,0.23168533710653486
236,0.2512597805804165
237,0.23517532986089676
238,0.27813829776973886
239,0.22719911325941808
240,0.21789420980418106
241,0.22800188880841096
242,0.2612486783599242
243,0.2573302425440982
244,0.279262568414662
245,0.2680983051898574
246,0.2638338877549862
247,0.26044459521826124
248,0.2839482715616451
249,0.23681223851140568
250,0.27736618896959425
251,0.2573377426982817
252,0.2560464702649806
253,0.24119627600403276
254,0.25468786914494834
255,0.23152129915159272
256,0.22465101424412023
257,0.2713005873031958
258,0.28504343560925244
259,0.31804517489291784
260,0.363856758105171
261,0.34146507246243896
262,0.3224213319990867
263,0.3487127219386733
264,0.3755094452307686
265,0.36623594328620535
266,0.3821738267995799
267,0.3786387623516965
268,0.3731461329904077
269,0.3695041028180506
270,0.4058072668781649
271,0.4393372489289979
272,0.38386092756162715
273,0.37094506994052023
274,0.3386517004822213
275,0.34655496328133134
276,0.2978808870132718
277,0.2895115784492839
278,0.3150565114802248
279,0.33481624745782834
280,0.3087111836686605
281,0.3125709751868097
282,0.27207241238040253
