,mean_phi,std
0,-0.02367210687067784,0.0036478335046279797
1,-0.010671610000068254,0.009032236605244144
2,0.00494083250017689,0.013816606582914656
3,0.020641551599907153,0.013553096398346395
4,0.030413202298776004,0.013787448712210769
5,0.04218125772785332,0.014726004744667027
6,0.04437726091559844,0.012748078131585601
7,0.06333752084674661,0.01552174222262379
8,0.07472526722771869,0.021956713529472635
9,0.08026313936279582,0.023600553149554133
10,0.0867763133089175,0.029193674725863962
11,0.08264435205102921,0.023595406026880976
12,0.09194752766426673,0.0204573843589815
13,0.09819099882059548,0.022242972892172308
14,0.09892477594857609,0.018738832227214928
15,0.1089505252087181,0.02367475871267922
16,0.11435957143758324,0.027210868296854793
17,0.1044124823299621,0.026451147749471566
18,0.11786809644724316,0.023625624812911545
19,0.11917637358968425,0.023941684044116212
20,0.1214335969018487,0.03171038661278831
21,0.12444913854741654,0.04508817468996552
22,0.1331901018984774,0.047726387377430055
23,0.139904096319516,0.048932788141642106
24,0.14513508312482765,0.05635974031748682
25,0.14602653297656337,0.0545139417647454
26,0.14486116029108626,0.054246699154648886
27,0.149165201984075,0.062182625195386726
28,0.14689351051681068,0.04705744486863811
29,0.16450839387250166,0.052102878184727676
30,0.15874442802931174,0.046073517603913004
31,0.157135516677262,0.040099718263437376
32,0.1614824985459316,0.03214593587994626
33,0.16511091064156108,0.04200303512285025
34,0.17027870709785115,0.0438818625656123
35,0.16724539073531747,0.0394964042740258
36,0.1702524869618741,0.04895182097352936
37,0.17362780645157588,0.05135993079335073
38,0.1832237349153963,0.050960773377831
39,0.17931149930757737,0.048383631263633396
40,0.17880227974292567,0.043264148758312075
41,0.18120679844047907,0.04606592893209949
42,0.18463451610167525,0.04167146184281137
43,0.18399814889553848,0.04216676288248669
44,0.18247029265764655,0.034592944746176316
45,0.18033198738973172,0.037723645352634644
46,0.17985798786007515,0.04010157962582851
47,0.17730042872378068,0.04905696958045608
48,0.1919056274734424,0.052259031217490606
49,0.20069107991957807,0.053302230763089896
50,0.2015863377450767,0.05211332146689979
51,0.20688282841773256,0.046891124318221074
52,0.21617367948198396,0.0472768700744391
53,0.2214435492062481,0.04710700155396066
54,0.21998154355910687,0.053606197900373305
55,0.22401636605582698,0.054331042762124276
56,0.24079456056691195,0.06454301552570021
57,0.2418530591096853,0.055363976364648335
58,0.2474203964708504,0.0548047977772656
59,0.25818275479634406,0.05553892090408478
60,0.260061211119328,0.05931671438270318
61,0.26674869092407416,0.05829576880505168
62,0.27196585506320325,0.0583249259796225
63,0.27077521777571023,0.052444102394673446
64,0.27573079769525893,0.05486124025925889
65,0.28291192337723614,0.06419085100836626
66,0.28514790938214946,0.06406492919115486
67,0.27953472470790003,0.06219958046038987
68,0.28937617659245485,0.06493533841368478
69,0.29420261045029866,0.060848228779844235
70,0.29707668440571855,0.06198910979298231
71,0.296423417107918,0.05741122984573613
72,0.3096476691560892,0.0521321436585826
73,0.3052331504992526,0.052516150267052024
74,0.30737066610055636,0.055566318295530166
75,0.3161707706067457,0.06459972880069535
76,0.32032290538365593,0.06435443232502122
77,0.3113603182515463,0.06143734956257832
78,0.3145454575349247,0.060894000377865805
79,0.3116294623235386,0.05824030747244816
80,0.3138674077014931,0.06330859017799932
81,0.3124893533371439,0.07224934900135542
82,0.311434036684511,0.07302059555151355
83,0.31989067939788207,0.0676677530823075
84,0.3151291292657915,0.06752214853233009
85,0.32102944922053867,0.06866761555599664
86,0.3258931310354803,0.062070835233992365
87,0.32414327192419806,0.07017580257534466
88,0.32893249590261386,0.07959092498544057
89,0.33069087146494863,0.07127279694154902
90,0.335020271761281,0.0753066810770041
91,0.3262135337196682,0.0823482742933922
92,0.33317538586575257,0.08175429830073191
93,0.33444756671706743,0.0729980954312049
94,0.33788028240224,0.07461212369474508
95,0.3431681653116022,0.07742007659544359
96,0.3476386444814909,0.07252404180904408
97,0.3503298371217885,0.06885400561930492
98,0.3560101246348951,0.07587004023878341
99,0.3617437812998399,0.07552616152677138
100,0.3707689308836696,0.07293091783649393
101,0.3681984017043986,0.08569155916474896
102,0.367576138604824,0.08005847184574327
103,0.36577835184949314,0.07936595507000724
104,0.3654744539528697,0.0762844075549138
105,0.37501952074303235,0.08370632333057126
106,0.37262868710632135,0.07713762331103043
107,0.36710330759829707,0.07880101708070436
108,0.3699055408936893,0.07151386840673693
109,0.3757897513677082,0.07108487179611013
110,0.37477219930301076,0.07685895050418412
111,0.3684662517627842,0.07411915786614909
112,0.37098881218296875,0.08242746112223076
113,0.38377497891969803,0.07812875151361821
114,0.4002662470158054,0.08239385301805552
115,0.39706880675045697,0.08407084731343903
116,0.40262767579251973,0.08837060302557648
117,0.4041964206302929,0.08639333842805992
118,0.4125748183355634,0.09151824025953147
119,0.40762536988075393,0.09129976234101814
120,0.4038195843121737,0.08694457166379783
121,0.40249709783639576,0.08453552777073513
122,0.39890557703889745,0.08450376223959356
123,0.40024197704697134,0.08276053616059056
124,0.3969290080405902,0.09007425654473068
125,0.3956896739687261,0.0857739678370915
126,0.40617131047654986,0.08264280799490976
127,0.4076258033128856,0.07541275331885552
128,0.4112880063041593,0.07972274326322945
129,0.41638547675839754,0.08335538974603225
130,0.4094790197424283,0.08247151793456706
131,0.4122015533544473,0.08970502161431283
132,0.4117238324608346,0.09384941894555787
133,0.4197569893420393,0.09149403337330583
134,0.42124749042645,0.08759509541114031
135,0.42410501526646927,0.08878195742215725
136,0.4228697205081315,0.08772535985716566
137,0.43340758622661724,0.0900575741486857
138,0.44147006671484706,0.085215102612163
139,0.4391647313166208,0.08899016154147449
140,0.4281484387193027,0.10164373851452589
141,0.42602824005481954,0.10607632343479034
142,0.43219721403627975,0.11047223728166673
143,0.43437631045357844,0.1117300020076257
144,0.4355702682531497,0.11268779993058833
145,0.4384315906230797,0.12142016988826697
146,0.43746596018226025,0.12387798005680563
147,0.4363704395240653,0.1237071387595017
148,0.44602297770079735,0.12301563396016386
149,0.4447526648401019,0.11986937815992277
150,0.43947392816078973,0.11851655330120565
151,0.4360679816179277,0.12140826311365742
152,0.4313474673775783,0.12754758822385437
153,0.4271547482357523,0.12872877111148623
154,0.4274897919245769,0.12003728099569426
155,0.4419026193758688,0.12489673929657558
156,0.43744858732180275,0.12543657699205144
157,0.4452969136380271,0.12021624365025126
158,0.4411633660960558,0.11475524050323674
159,0.4411087095924543,0.12241083183313828
160,0.44563727521855484,0.12000982969041142
161,0.44796915169927765,0.11127694359214267
162,0.4515665696995247,0.12024710588041396
163,0.4578025683761001,0.11105463088823937
164,0.45498698187040015,0.1171019236281151
165,0.4526398635294046,0.11698916389791156
166,0.460853544354649,0.12047916534109657
167,0.4681546506568302,0.12412530684950814
168,0.4716706302486912,0.12129362115216931
169,0.48239733853451333,0.1201323041516155
170,0.4781482939850215,0.11706647346312139
171,0.48695898661929193,0.11195569993507402
172,0.4836543060596382,0.11201819069460037
173,0.47827972314922357,0.10770059713329101
174,0.48119478323651066,0.10337094751540252
175,0.47512787659777594,0.10468630180630342
176,0.46967897992266955,0.10192712314068916
177,0.467043061178543,0.10259355695379052
178,0.476731964130069,0.10576257272996663
179,0.47056995573735394,0.10938381525167586
180,0.46936739250338444,0.11337213630813689
181,0.46787025325096543,0.11326575112993786
182,0.47442025129964993,0.11227677591329373
183,0.48205368885866157,0.10980784524077686
184,0.4882727268168699,0.11376435522827355
