,phi
0,0.0035966032127116242
1,0.016576364009427837
2,0.020282207162511116
3,0.026466133083588122
4,0.030120494955484543
5,0.026564376766887932
6,0.03281802456943068
7,0.03647751179554051
8,0.06089229371999671
9,0.06956117649923413
10,0.0756702108245911
11,0.07001001579655922
12,0.09394410971905329
13,0.08055117711586918
14,0.08557224139268653
15,0.088966582312612
16,0.0878441539462269
17,0.09866771828378632
18,0.10170618575596549
19,0.11278529683652563
20,0.12529390769389037
21,0.09121058551254553
22,0.07530149640467747
23,0.08932746429162015
24,0.06725741621251922
25,0.053632905238287454
26,0.045975126139163
27,0.04113997883277509
28,0.05810046185024477
29,0.062368694117932576
30,0.05702351793516542
31,0.05844445665712695
32,0.057675786284188915
33,0.04350791068629718
34,0.05191635781917734
35,0.05462852631188011
36,0.041268961429550784
37,0.044705182757903715
38,0.04578554736735428
39,0.040884675649543914
40,0.04332917235867362
41,0.03157226145371527
42,0.04043168754500032
43,0.06462060669843053
44,0.06305667223499074
45,0.0543718821891435
46,0.08107048685728353
47,0.06382450894719592
48,0.0769204731374509
49,0.07546680161065177
50,0.08346119996497489
51,0.08194511219359862
52,0.0929237632740501
53,0.09707499676936018
54,0.09518944710871555
55,0.08766021973473372
56,0.08442997678948695
57,0.08426420143427568
58,0.1080958451128701
59,0.11029600473204954
60,0.08322557159366019
61,0.07325563748318545
62,0.06930973274515062
63,0.07028987076275628
64,0.044132507103180105
65,0.03811154512613098
66,0.05618060846477267
67,0.04001059993424153
68,0.03716105244833344
69,0.05262531707594618
70,0.057391791039335234
71,0.05379723944424505
72,0.056707337292004716
73,0.07128478564433739
74,0.06376779153221968
75,0.06336978168159899
76,0.0771789841060561
77,0.08870669265228287
78,0.06916333076405445
79,0.06526002565032767
80,0.041476555353649996
81,0.04710522643712785
82,0.05645625790995282
83,0.06115835610742193
84,0.07276178293280798
85,0.06475920141167345
86,0.055336341530554896
87,0.03174423601424179
88,0.03023796466211942
89,0.03830672414372267
90,0.033169851875881416
91,0.030633690476419673
92,0.051393883147238986
93,0.05658869233312353
94,0.03710582583151195
95,0.03539429522242701
96,0.05040609382787241
97,0.034981435143640265
98,0.04507493339999988
99,0.04429552797930466
100,0.04368325701950403
101,0.037152010329486215
102,0.061742743514328416
103,0.041285753236655114
104,0.06744962809779854
105,0.06604480185888607
106,0.07024775101276286
107,0.072798775526028
108,0.053525064546532816
109,0.05845803252360672
110,0.06136908374255978
111,0.051593888634122786
112,0.05030558962984657
113,0.050056178681301314
114,0.039320172413371636
115,0.03679256225920023
116,0.022296186934874847
117,0.04005203185081675
118,0.043271497194522966
119,0.04019024040985065
120,0.0590949406821171
121,0.042873762960654295
122,0.058284982467062256
123,0.0397748399865019
124,0.044116720880285204
125,0.03982668083147172
126,0.03820561954262338
127,0.04400294580935265
128,0.047179886334776176
129,0.06359567690638401
130,0.060647455984481236
131,0.06398716736690879
132,0.08927560168687187
133,0.08114364181340097
134,0.07167234124039314
135,0.06488261768172489
136,0.06252431865533743
137,0.04818433962241432
138,0.051858271859076446
139,0.06324245245810133
140,0.05497485341569256
141,0.045631625586757596
142,0.04730610776998075
143,0.046962564335846994
144,0.05185712499362982
145,0.03943490328394052
146,0.044002668540218476
147,0.04276631113441481
148,0.04543534136653314
149,0.03889709218136265
150,0.05738043315484577
151,0.049450477089438144
152,0.043489654798389885
153,0.06045834829838747
154,0.060222678635650236
155,0.06384071453726703
156,0.05931718387945098
157,0.06637046060127356
158,0.05201738372712142
159,0.037742801658336836
160,0.051073955455478416
161,0.04131539666468309
162,0.04922557481281061
163,0.04877427003689195
164,0.019202296659300518
165,0.03375508102837553
166,0.03040065657659633
167,0.0324880617148844
168,0.035184285097884
169,0.0385267691225897
170,0.03321680455153135
171,0.03805294069432014
172,0.02434198097807393
173,0.016335060477511203
174,0.017718719024342345
175,0.027143149246640463
176,0.025897368237584182
177,0.028601299464064495
178,0.016724533677177623
179,0.02527958013129496
180,0.029553517631404583
181,0.036709174862374606
182,0.04658260398641701
183,0.04886652472749997
184,0.02826981720292356
185,0.020360614642914394
186,0.02450111524372647
187,0.042441370790036306
188,0.04621555025220198
189,0.042747068179601964
190,0.050620076671923794
191,0.045266847012801655
192,0.026564229207622435
193,0.01755218314668224
194,0.010663201938280934
195,0.009385179070259724
196,0.020098842666059023
197,0.014182208254318089
198,0.022931357183671192
199,0.01780924892744614
200,0.014531604014033382
201,0.013805831890073509
202,0.013662027278074983
203,0.023272541533980205
204,0.008041318346864461
205,-0.007804201540408238
206,-0.003075345472958812
207,0.010795278054127722
208,0.009975400431781929
209,0.012682702878441953
210,0.022372266190640075
211,0.023294197572621377
212,0.03086325156207701
213,0.027670357910144897
214,0.02955912625621165
215,0.02248894065176149
216,0.01627423034171377
217,0.008817586038625551
218,0.003958590230308931
219,0.01753632762015634
220,0.0043774971116989
221,-6.200557579582234e-05
222,0.002860383843691844
223,0.007149006601466089
224,0.01804901027246322
225,0.008889095736397913
226,0.00784536756823581
227,0.0009911054236322568
228,0.002249652136777821
229,-0.0051356629741199245
230,-0.0016527548061146492
231,-0.002724919791274622
232,-0.0022300129819037944
233,0.008047923999587486
234,0.007013272259495075
235,0.009039340114405471
236,0.0071522107030047785
237,0.0026035715508564913
238,0.005754640322594203
239,0.005064714281586716
240,0.00762637509538753
241,0.01139757307537029
242,0.022038820005217
243,0.011635777347542276
244,0.008224106794214817
245,0.002154288962437891
246,0.003895083298293211
247,0.007014178295463838
248,0.000922461025053423
249,-0.006360893380967295
250,0.0054691985638977885
251,-0.006537739959236425
252,-0.004314612261746539
253,-0.0020858306525303027
254,0.004633647154668349
255,0.0001719974890594407
256,-0.013130871095976913
257,-0.008024448549129749
258,-0.006178229901153045
259,0.002309857126646367
260,0.002379965710555259
261,0.009665108049142385
262,0.01204383256407801
263,0.0030632166021534878
264,0.010294436099544339
265,0.012778191950396258
266,0.011104974410181389
267,0.010325418614387337
268,0.009802858143794389
269,0.01588546444524637
270,0.005269755130144222
271,0.004421632849026065
272,0.004837766463108178
273,0.0003509580040643748
274,0.00017643962398154785
275,0.0030698483546648917
276,0.00340168301627939
277,-0.0003926941324520593
278,-0.005904485900161188
279,0.005075794547309326
280,0.006939646073671274
281,0.008012638641843916
282,0.014892154420135171
283,0.024323661967503133
284,0.016520350806633607
285,0.022507997385064087
286,0.024680526041411036
287,0.0112910853061984
288,0.012738937456932239
289,0.015786928808028296
290,0.005487211171272299
291,0.011605588757970912
292,0.007067823288573515
293,-0.006558705395556593
294,-0.0021276044965989963
295,-0.0033812602149919735
296,0.008503374442643806
297,0.0021207079080776633
298,0.0030623729507586544
299,0.012851368221518644
