,phi
0,0.4546693933197005
1,0.4546693933197011
2,0.18200408997955106
3,0.4546693933197005
4,0.045671438309475766
5,1.000000000000001
6,0.045671438309475766
7,0.4546693933197005
8,0.1820040899795505
9,0.1820040899795505
10,0.18200408997954992
11,0.18200408997954992
12,0.45466939331969997
13,0.4546693933197005
14,0.0456714383094752
15,0.0456714383094752
16,-1.0449897750511243
17,-0.6359918200409002
18,0.5910020449897758
19,0.5910020449897758
20,0.18200408997955164
21,0.5910020449897764
22,-0.2269938650306748
23,0.5910020449897758
24,0.5910020449897758
25,0.1820040899795505
26,0.5910020449897758
27,0.1820040899795505
28,-0.22699386503067426
29,0.18200408997955106
30,0.5910020449897764
31,1.000000000000001
32,0.0456714383094752
33,0.18200408997955106
34,0.18200408997955106
35,0.18200408997955106
36,0.045671438309475766
37,0.5910020449897758
38,0.5910020449897758
39,0.5910020449897758
40,0.5910020449897758
41,0.5910020449897758
42,0.5910020449897758
43,1.000000000000001
44,0.5910020449897764
45,0.5910020449897753
46,0.5910020449897753
47,0.18200408997955106
48,0.1820040899795505
49,0.5910020449897758
50,0.5910020449897753
51,0.0456714383094752
52,0.0456714383094752
53,0.0456714383094752
54,0.5910020449897764
55,0.1820040899795505
56,-0.2269938650306748
57,0.1820040899795505
58,0.1820040899795505
59,0.5910020449897764
60,0.5910020449897764
61,0.18200408997955106
62,0.5910020449897764
63,0.5910020449897764
64,1.0000000000000022
65,1.000000000000001
66,1.000000000000001
67,0.5910020449897764
68,0.5910020449897764
69,0.5910020449897764
70,1.0000000000000022
71,0.5910020449897764
72,0.1820040899795505
73,0.1820040899795505
74,0.5910020449897764
75,0.5910020449897758
76,-0.2269938650306748
77,0.5910020449897764
78,1.000000000000001
79,0.5910020449897764
80,0.18200408997955106
81,0.5910020449897764
82,1.0000000000000022
83,0.1820040899795505
84,0.18200408997955106
85,0.5910020449897764
86,0.18200408997955106
87,0.45466939331970163
88,0.4546693933197011
89,0.45466939331970163
90,0.18200408997955106
91,0.5910020449897764
92,1.000000000000001
93,0.1820040899795505
94,0.5910020449897753
95,0.5910020449897764
96,0.5910020449897753
97,0.5910020449897758
98,0.1820040899795505
99,-0.22699386503067426
100,-0.635991820040899
101,-1.0449897750511243
102,-0.9086571233810496
103,-1.044989775051125
104,-1.3176550783912748
105,-0.7723244717109748
106,-0.2269938650306737
107,0.18200408997955106
108,-0.36332651670074956
109,0.045671438309475766
110,-0.36332651670074956
111,1.000000000000001
112,1.000000000000001
113,1.000000000000001
114,1.0
115,0.45466939331969997
116,0.0456714383094752
117,0.18200408997954992
118,0.18200408997954992
119,0.1820040899795505
120,-0.2269938650306748
121,-0.6359918200408996
122,-0.2269938650306748
123,0.18200408997955164
124,0.18200408997955106
125,0.0456714383094752
126,0.0456714383094752
127,0.5910020449897758
128,0.5910020449897764
129,-0.3633265167007501
130,-0.3633265167007501
131,-0.3633265167007501
132,-0.3633265167007501
133,-0.7723244717109748
134,0.0456714383094752
135,0.18200408997955106
136,-0.22699386503067426
137,0.18200408997955106
138,-0.22699386503067426
139,-0.2269938650306748
140,-0.3633265167007501
141,-0.3633265167007501
142,-0.7723244717109748
143,-0.8404907975460122
144,-0.8404907975460122
145,-0.8404907975460122
146,-0.7723244717109748
147,-0.7723244717109748
148,-0.6359918200408996
149,-0.9086571233810496
150,-0.36332651670074956
151,-0.49965916837082486
152,-0.49965916837082486
153,0.045671438309475766
154,-0.3633265167007501
155,0.5910020449897764
156,0.5910020449897764
157,1.0
158,0.5910020449897753
159,1.0
160,0.1820040899795505
161,-0.22699386503067426
162,-0.22699386503067426
163,-1.044989775051125
164,-0.6359918200408996
165,-0.6359918200408996
166,-0.2269938650306737
167,-0.635991820040899
168,-0.22699386503067426
169,-0.36332651670074956
170,0.0456714383094752
171,-0.2269938650306748
172,-0.36332651670074956
173,-0.7723244717109743
174,-0.4996591683708243
175,-0.363326516700749
176,-0.6359918200408996
177,-0.22699386503067426
178,-1.044989775051125
179,-0.22699386503067426
180,-0.22699386503067426
181,0.18200408997955106
182,0.18200408997955106
183,-0.2269938650306737
