,phi
0,0.00364886258947547
1,0.006346327688850258
2,0.011721016778800107
3,0.026090470842966444
4,0.031325948147929904
5,0.04663993776988391
6,0.0180419374705164
7,0.03681924889745775
8,0.02244291161831112
9,0.0035656042347688545
10,-0.003587971370398566
11,0.0009069660898058079
12,0.015797489431880377
13,0.019639318879079673
14,0.03970103807568197
15,0.02311385176051852
16,0.025572966971378997
17,0.0301398810716821
18,0.007149658300479164
19,0.015355230489519008
20,0.03602233106525288
21,0.02632631198459048
22,0.028610816955431474
23,0.016158521776813504
24,-0.019119153660720815
25,0.0022704616500397435
26,-0.021479304086416216
27,0.007423946989510559
28,0.016589851467119953
29,0.01053774755612336
30,0.00428645132672483
31,0.016495591037516875
32,0.014002579706843783
33,-0.013071110351367285
34,-0.017867980779471417
35,0.0002850109601733933
36,0.01687323427260005
37,0.0040425676304836925
38,-0.008504369569426955
39,0.01600835532843326
40,0.03206255118987657
41,0.06016602077117532
42,0.023721307862404888
43,0.04554102507036401
44,0.0579712694925706
45,0.011027570009193362
46,0.02545491240653864
47,0.023794349172446667
48,0.03728773280150627
49,0.03629842721721074
50,0.06093176996727707
51,0.03516261008629515
52,0.051154905880875956
53,0.03730856377532227
54,0.050878388812894165
55,0.057029878425079734
56,0.0943875620992768
57,0.0994973093119039
58,0.08807305928458331
59,0.08498816064731188
60,0.09399783172895859
61,0.08519666263777345
62,0.08370735032602183
63,0.06568328050385704
64,0.04944519451104401
65,0.05975953122040513
66,0.06719168259528399
67,0.0708641501446519
68,0.08197989858376785
69,0.07219625177790777
70,0.07764670065457328
71,0.0551838397830138
72,0.09574283741716023
73,0.13388784451419242
74,0.10763693386389422
75,0.06486817662344004
76,0.07324907781394512
77,0.055457001902687014
78,0.08501745145062685
79,0.09525463891345622
80,0.07349346398779283
81,0.1265645953294319
82,0.08075737784951335
83,0.03715096786399489
84,0.08370725128695727
85,0.08433977665203599
86,0.11709669962564952
87,0.09172633291761262
88,0.07971814346861684
89,0.09576356134139925
90,0.08566603352403165
91,0.10450576432135099
92,0.07394828851145792
93,0.05600665633057587
94,0.06856087290172459
95,0.06143688157592354
96,0.07643799441335464
97,0.0773949841334985
98,0.0756781790906743
99,0.08466037848358704
100,0.0618744339780377
101,0.04980872759235479
102,0.1108520637733362
103,0.13260364210494446
104,0.12059443750553799
105,0.07443627801360692
106,0.09163451642257091
107,0.11231379370563484
108,0.10064445403581752
109,0.054729473315021815
110,0.05002028959861697
111,0.04738566478564427
112,0.03919824150516731
113,0.054346526392391
114,0.05513157191674331
115,0.08109580161506902
116,0.07848755833289273
117,0.08741734130093828
118,0.07643049220422145
119,0.09264472216238177
120,0.06661861780853261
121,0.06547813346170413
122,0.05174909511749472
123,0.06564804517198891
124,0.057532462352897155
125,0.0391691982995134
126,0.05403416956295643
127,0.05978697742114445
128,0.04786869068291536
129,0.07457212319862998
130,0.0946409411658234
131,0.07562847386019678
132,0.05279056079025537
133,0.05740194343050266
134,0.08449625837388824
135,0.10433823974381112
136,0.09289048760084777
137,0.07836900857273003
138,0.058457080863529756
139,0.09240060324836259
140,0.11932309779478711
141,0.11089172891865383
142,0.10513332535332351
143,0.09272771689840212
144,0.11186421825238614
145,0.1093353300206112
146,0.12201151319964648
147,0.12520601822391408
148,0.13910523481000817
149,0.13212800699785884
150,0.1356910859005269
151,0.1285383113466162
152,0.13620356353959284
153,0.1168480496744311
154,0.11895942635007749
155,0.09350656010134249
156,0.12474145073228228
157,0.10729351590786734
158,0.12292736456838899
159,0.12949931943115503
160,0.12294288829017075
161,0.1300138200887584
162,0.1300224488672497
163,0.15808668322629055
164,0.1642536797343488
165,0.14369688391666102
166,0.16260545924366557
167,0.13932373974598058
168,0.11935246287740049
169,0.12179605371490639
170,0.09979506224870059
171,0.12620505002692264
172,0.13094572816582684
173,0.119807349300481
174,0.10951071072629386
175,0.1382539037506216
176,0.12351107241342807
177,0.1399674565253435
178,0.14211419014700344
179,0.12044723195723812
180,0.11713733040184567
181,0.0967131726512406
182,0.11386115164790303
183,0.08628924193476663
