,mean_phi,std
0,-0.05079857017967796,0.008593076404489083
1,-0.04121606634112988,0.012601931075905572
2,-0.033430079890745604,0.013676074145653095
3,-0.012871046998759603,0.01867988419122866
4,-0.0008395902864139021,0.02904949551707757
5,0.006398083294623666,0.03354047072459255
6,0.017040503607197128,0.03690336654181268
7,0.030311252300095414,0.023402145107495408
8,0.04135634265689402,0.041233223685048455
9,0.042839205972499475,0.044686464384386726
10,0.07190593791078134,0.05145362444615413
11,0.09738063884623814,0.06779903363615337
12,0.11193613017426611,0.07328055634750377
13,0.12633024055750103,0.07348940534658213
14,0.1333344831399863,0.08645229957230109
15,0.14091398089288978,0.07864644164050193
16,0.15902244763630574,0.06270472183938716
17,0.1692883704399108,0.06695750449758706
18,0.18540902189368164,0.06577476558958562
19,0.20311649583675076,0.07494347581684628
20,0.22003968902402896,0.06324154112004979
21,0.22799680514986592,0.07140889417258478
22,0.23452248442313248,0.06491661840368285
23,0.2339942128955733,0.08247902367503672
24,0.25570377368610026,0.09107411724876129
25,0.26461904279956927,0.08627104637757622
26,0.2738117233401319,0.08135446265352353
27,0.27929144339083317,0.08746273891670973
28,0.2907042472107108,0.0871010745927229
29,0.30464188554216365,0.07840998702143451
30,0.31271241978223846,0.0884635788820785
31,0.31951583242320053,0.08638885797062332
32,0.33767942907477255,0.10146937632111142
33,0.34105981062564916,0.09517921528166588
34,0.35278632416628913,0.09328104651320814
35,0.36175534817731203,0.10172148972228623
36,0.36536890987453213,0.10026093050136352
37,0.36975347392584984,0.09275873296900324
38,0.38853981571412016,0.09448146134083663
39,0.38616338966920016,0.09159768650169033
40,0.3969401924220458,0.10155132108244905
41,0.40873257334764074,0.09660793272641867
42,0.4039527991114856,0.09697850580964835
43,0.42269935790762847,0.08444482926707153
44,0.4266543387103009,0.08703365598197589
45,0.4371474135235142,0.07644341777673533
46,0.4281275866471262,0.07940687421511675
47,0.4389378516566148,0.0858643017288111
48,0.4340714725942771,0.09712862245231893
49,0.4486035550290426,0.09176636881442453
50,0.45445494253798235,0.09955495764654756
51,0.46134070207892497,0.09170728153986173
52,0.47228795952629,0.09027636524000551
53,0.4757599093019965,0.09376608070675867
54,0.4733179839774846,0.09021705099955858
55,0.49303814530579493,0.08738042465031055
56,0.5036119726447993,0.0890723570611362
57,0.5087077185903389,0.09243155008207783
58,0.5093507914368082,0.09236997311835668
59,0.5108549949948112,0.10015687573268124
60,0.5052781553644801,0.09809337472651167
61,0.5150339853455372,0.09552511046427689
62,0.5307352337809819,0.10119066261296245
63,0.5410958764467765,0.1084902583882188
64,0.5406867820650807,0.11102050163651928
65,0.5445354934715116,0.11125323350828342
66,0.5561632675738859,0.09404164479706133
67,0.5594627040173755,0.09401277642705166
68,0.5746830696983231,0.10169985934559392
69,0.5866337308453752,0.09954900190138602
70,0.5901644366676978,0.10239412167393694
71,0.5919791065740847,0.10138897692532234
72,0.6059459169621768,0.10810989797973924
73,0.6165924365964024,0.09689429632365948
74,0.6263660919178369,0.09123658679230395
75,0.6271867209083112,0.08899301994780187
76,0.6323578680893706,0.08460034285730725
77,0.6302276982964232,0.0893975840309559
78,0.6349382248721647,0.08682423678872536
79,0.6414281061191465,0.09065135208509825
80,0.6381095647466469,0.09712721032108587
81,0.6361475368531948,0.09116515111790871
82,0.6358477702611487,0.08634584468986034
83,0.6466521655013437,0.08553285251935384
84,0.6495724023309376,0.08958425250803036
85,0.6564551795934046,0.09718907844334151
86,0.6609007442671668,0.09337623601047448
87,0.6637737587835321,0.09409537268434963
88,0.6680643177082708,0.08822589371979708
89,0.6688870611637029,0.08634844001530381
90,0.6732396356710743,0.09010477977043914
91,0.6804386631177337,0.09192102696367434
92,0.6859857267149708,0.08772176686969449
93,0.683621846825576,0.08800467315692172
94,0.6885680746875062,0.09644243942085083
95,0.698147311665698,0.09019335696859139
96,0.6948267412383887,0.09228167780199208
97,0.7026616619750304,0.0877972687604265
98,0.7039247999842118,0.09608971714129112
99,0.7047619982959568,0.09052490049721365
100,0.6988277644899846,0.08980605123602665
101,0.7017911103331086,0.09018202413341221
102,0.7074787252541449,0.09406189885146345
103,0.7124116125233713,0.08880022650893665
104,0.7231163905308687,0.0746617397459651
105,0.718319561564482,0.07031467639935254
106,0.7174406155014297,0.0778235436415523
107,0.7249996456702437,0.07673008971355533
108,0.7254871603911013,0.07293235890124335
109,0.723547972226992,0.0766673967953486
110,0.7214847761192716,0.08228706496218097
111,0.735957211451802,0.08435616181675365
112,0.7255961060196784,0.08809982673783666
113,0.7227738508625932,0.08948071492666952
114,0.7248654079652562,0.09343567566208069
115,0.7314536922507542,0.0836933499634627
116,0.741978726627314,0.08202539710288007
117,0.7439379198605075,0.08119385579618664
118,0.7553550990476143,0.07899892347993963
119,0.7560096059870348,0.07728484730070859
120,0.7549960445468656,0.07930555766745656
121,0.765359973342259,0.08357691582905721
122,0.7712961127902249,0.07853553523844586
123,0.7763507223658593,0.07467216401533408
124,0.7734308621784306,0.07311870394723712
125,0.7807564801771563,0.07360062243807067
126,0.7861748441463717,0.08417817718773743
127,0.7877290852827231,0.07869999838266133
128,0.7902382610656644,0.07593487849616028
129,0.7900629756162048,0.07575354045284256
130,0.7959430372370512,0.07130535631298647
131,0.8024269114438077,0.07776844412477833
132,0.7978160840352982,0.08221075851439036
133,0.805000627787585,0.08157421049965916
134,0.8004566144537785,0.08206958638970575
135,0.7988160341833356,0.08570215560144498
136,0.8015652771692686,0.08614295841535234
137,0.806533058011673,0.08632314024415211
138,0.8090857715182069,0.08583483821388092
139,0.8114666707904158,0.07836997101749038
140,0.8068546850936874,0.08512131481218099
141,0.8049913760172759,0.08031829947321865
142,0.8091040174996234,0.08854352094260888
143,0.8098742167641223,0.09385605328673745
