,phi
0,0.008150797895894884
1,0.04560673110019038
2,0.031813293168393736
3,-0.0504109726103915
4,0.02592225259998536
5,0.010242608962674194
6,0.006477511576353896
7,0.06890271246782627
8,0.0013211241564959517
9,-0.01950759287596438
10,-0.0075288457414164215
11,0.05982031911804957
12,0.05488579044769839
13,-0.034615117247148
14,0.07214770143039402
15,-0.00022538573475541825
16,0.07783313663753783
17,0.07560723511775984
18,0.03519237258396027
19,0.10052124128491295
20,0.09408489954097668
21,0.004199599214200628
22,0.012262905121187459
23,0.0738908773193768
24,0.0614204651905004
25,0.03280556252058393
26,0.06244849199682351
27,0.08920400705182507
28,0.11080394735638066
29,0.05522548626196179
30,0.0425405294082875
31,0.005594139925386916
32,-0.011395526804250839
33,-0.06784273150021876
34,-0.01667381463592579
35,0.02540376951505731
36,0.01971833430791365
37,0.028344820117494895
38,0.05212352711592585
39,0.0018306678778908343
40,0.0706458883568089
41,0.10223272306682317
42,0.01616290562991859
43,0.10003851565411762
44,-0.032684214723967216
45,0.014327898097367056
46,0.004145963033001306
47,0.02502831624666103
48,0.038982662722056104
49,-0.007124136374184054
50,0.011641213020920898
51,0.005245504747590423
52,-0.0053833984934376486
53,0.0757632676448855
54,0.11766694054167624
55,0.01586546862508508
56,-0.008708841727804752
57,0.03093723554213585
58,0.05507351708189657
59,0.02774588276076739
60,0.019351820403050574
61,0.0040029332164693565
62,-0.014573064205613242
63,0.03425373941296954
64,0.03544267476289111
65,-0.009325657811598631
66,0.06477272651546721
67,-0.03155785491877835
68,-0.056874132444927394
69,0.00933079388228318
70,0.04115492806063455
71,0.08775583015943932
72,0.07834268035893263
73,0.1360820294201605
74,0.11745239581687839
75,0.03429843623063577
76,0.019557425764315226
77,-0.06322108055353126
78,0.000981428342232556
79,0.047868390074101354
80,0.050402355814101886
81,0.0819094864086973
82,0.12188632012936781
83,0.08244584822069194
84,0.01714379761033917
85,0.013818354375972208
86,0.011011394226533225
87,0.003359299042075728
88,-0.028706197951673246
89,0.07512450948696456
90,0.057987749593734476
91,0.030829963179736818
92,0.09740140341181054
93,0.09707958632461362
94,0.08816704088196875
95,-0.004569916411912358
96,0.048118692253032266
97,0.022301810369021367
98,0.034870555496763454
99,0.09690079905394872
100,0.06641756940558427
101,0.18197672179983895
102,0.1006951525391051
103,0.03745728223551957
104,-0.02420563474739053
105,0.023660593626074526
106,-0.01251701059296699
107,0.0334516347032139
108,0.04575870028025564
109,-0.012731555317764843
110,0.031732838896594597
111,0.008696099071422788
112,-0.0008511411820825355
113,-0.036036476048933896
114,0.027576034853635797
115,0.024994996800764457
116,-0.02032920165161075
117,0.06510348296619713
118,0.024929983247795308
119,0.10159396490890223
120,0.01923560867711841
121,-0.033801635165622776
122,0.01608001334988297
123,-0.016271543276929763
124,0.030347237548941617
125,-0.016432451820528222
126,0.022829232817482795
127,-0.029573316214397898
128,-0.010201715437856588
129,0.006867592894168148
130,0.05291913047038477
131,-0.00011811337235649191
132,-0.0025146754686781597
133,0.09963868230335807
134,-0.023601821374190445
135,-0.007823844738013416
136,-0.002697526086403652
137,-0.00326476933605866
138,-0.005032325307404815
139,0.02065696747890434
140,0.031813293168393736
141,0.008535190527824364
142,0.046458408644085
143,0.12184162331170173
144,0.05134580248853354
145,0.13774475103734407
146,-0.005294004858105233
147,0.10751182356791028
148,0.06816968465810005
149,0.1056434965894621
150,0.10585804131425995
151,0.08435480866974582
152,-0.026325889243593734
153,0.006693681639975999
154,0.04839581252256286
155,0.019342881039517406
156,0.016321376165280642
157,0.002286575418086324
158,0.016419709164146295
159,0.0955598945239621
160,0.00744458817676859
161,-0.013140328032057731
162,-0.0033005267901916467
163,0.00028415798663953466
164,0.01593698353335109
165,0.029024211746021406
166,-0.009674292989395124
167,-0.06039624167702584
168,0.0651839372379963
169,0.019068198778223123
170,0.0038688427634707163
171,0.011038212317132973
172,0.08886268589873757
173,0.08543159564079582
174,0.00885944562325759
175,0.10595068562724097
176,0.13409749071578014
177,0.06709696103411078
178,0.08879279632929576
179,0.08430523583560691
180,0.0916574560069947
181,0.026530129320246107
182,0.16687813679218869
183,0.12318252784168834
184,0.08869446333043005
185,0.14489461652511557
186,0.04990981563732964
187,0.0011870337034972762
188,0.06692711312697923
189,0.050675350223540305
190,0.14692385204716216
191,0.18888684981103732
192,0.13146931783700627
193,0.07105059772404135
194,0.1734128115349906
195,0.11680876164248498
196,0.14620138893979368
197,0.12278919584622552
198,0.13163022638060462
199,0.14166263027314152
200,0.1264006987136565
201,0.07148618852893406
202,0.08391190384014409
203,0.017921522237731368
204,0.1122407468769968
205,0.06985028500235006
206,0.11577179547262831
207,0.17896415628913553
208,0.10848621419303396
209,0.08736249816397663
210,0.0766620800146827
211,0.04287128585901762
212,0.019789849216179625
213,0.049173537149955086
214,0.0341017702329045
215,0.09204672465539693
216,0.09483580607776923
217,0.11055364517744987
218,0.10540944779877359
219,0.11192786915333323
220,0.04181644096209462
221,0.13185371046893574
222,0.1500810727132217
223,0.12705327225158333
224,0.13838838521173746
225,0.15801922753074318
226,0.14172276780963797
227,0.033771013782174446
228,0.06319939853361606
229,0.11427892176257655
230,0.09058960839947798
231,0.12850144914396894
232,0.0829822100326867
233,0.07646541401695131
234,0.0740786039535749
235,0.1606205823189173
236,0.16040603759411923
237,0.0009188527974999251
238,0.014587139639831203
239,0.10401653242641158
240,0.060884103378505694
241,0.0262708877777821
242,0.06112546619390323
243,0.04173598669029548
244,0.08422315622498355
245,0.12281601393682534
246,0.11214241387813115
247,0.040126901254311446
248,0.1025415374434263
249,-0.010074126340154775
250,-0.004571541750736573
251,-0.04534235348704172
252,-0.024576211999314233
253,0.013615187022943757
254,0.014730169456363082
255,0.004199599214200698
256,0.045356428921259614
257,0.01876182240985641
